Geography,Name,Median Household Income,Poverty Rate (%),Unemployment Rate (%),Bachelor's Degree or Higher (%)
8600000US01969,ZCTA5 01969,85994,9.0,3.7,37.2
8600000US01970,ZCTA5 01970,58937,14.5,6.6,38.2
8600000US01982,ZCTA5 01982,108558,3.2,4.2,70.1
8600000US01983,ZCTA5 01983,121157,5.3,2.6,60.5
8600000US01984,ZCTA5 01984,116875,3.7,4.4,63.9
8600000US01985,ZCTA5 01985,122969,8.5,4.8,57.8
8600000US02019,ZCTA5 02019,87417,3.0,5.5,28.5
8600000US02021,ZCTA5 02021,90878,6.2,5.5,52.5
8600000US02025,ZCTA5 02025,117679,4.1,3.9,68.7
8600000US02026,ZCTA5 02026,85558,4.4,4.4,47.2
8600000US02030,ZCTA5 02030,176250,0.3,3.5,83.7
8600000US02032,ZCTA5 02032,81513,6.8,5.6,42.2
8600000US02035,ZCTA5 02035,94538,4.2,4.8,47.1
8600000US02038,ZCTA5 02038,101980,3.8,5.0,51.5
8600000US02043,ZCTA5 02043,103350,3.9,3.3,63.8
8600000US02045,ZCTA5 02045,77440,5.9,4.3,40.6
8600000US02047,ZCTA5 02047,-,0.0,0.0,0.0
8600000US02048,ZCTA5 02048,93082,4.1,5.8,51.6
8600000US02050,ZCTA5 02050,88750,5.7,4.4,47.5
8600000US02052,ZCTA5 02052,143641,4.2,3.9,67.8
8600000US02053,ZCTA5 02053,109841,3.1,5.0,52.4
8600000US02054,ZCTA5 02054,96773,6.3,4.8,46.7
8600000US02056,ZCTA5 02056,143682,4.6,2.5,52.1
8600000US02061,ZCTA5 02061,110671,2.3,4.5,55.6
8600000US02062,ZCTA5 02062,79963,8.2,4.4,42.9
8600000US02066,ZCTA5 02066,104275,2.5,4.4,55.8
8600000US02067,ZCTA5 02067,126773,2.7,3.5,72.4
8600000US02071,ZCTA5 02071,121635,0.0,4.8,28.8
8600000US02072,ZCTA5 02072,74688,7.1,6.0,34.2
8600000US02081,ZCTA5 02081,90470,2.9,2.9,50.5
8600000US02090,ZCTA5 02090,128813,2.8,3.1,69.9
8600000US02093,ZCTA5 02093,99302,5.2,5.4,48.1
8600000US02108,ZCTA5 02108,99187,7.8,4.2,82.1
8600000US02109,ZCTA5 02109,104393,12.4,2.5,67.6
8600000US02110,ZCTA5 02110,115208,13.4,1.6,86.5
8600000US02111,ZCTA5 02111,50783,26.4,5.9,57.5
8600000US02113,ZCTA5 02113,69398,13.5,1.7,75.3
8600000US02114,ZCTA5 02114,86601,14.9,4.1,80.4
8600000US02115,ZCTA5 02115,27456,42.6,6.3,62.9
8600000US02116,ZCTA5 02116,93605,13.4,4.1,77.1
8600000US02118,ZCTA5 02118,62208,24.7,5.2,57.6
8600000US02119,ZCTA5 02119,27159,34.7,8.4,23.4
8600000US02120,ZCTA5 02120,32828,40.5,8.9,36.1
8600000US02121,ZCTA5 02121,26530,33.8,14.7,14.0
8600000US02122,ZCTA5 02122,53576,21.0,10.4,20.0
8600000US02124,ZCTA5 02124,47297,21.8,10.2,20.1
8600000US02125,ZCTA5 02125,45581,28.6,8.2,32.2
8600000US02126,ZCTA5 02126,44792,20.4,11.6,15.5
8600000US02127,ZCTA5 02127,72472,17.5,4.7,56.4
8600000US02128,ZCTA5 02128,50336,20.2,8.0,19.3
8600000US02129,ZCTA5 02129,87387,19.2,4.8,61.8
8600000US02130,ZCTA5 02130,78204,18.1,4.9,64.6
8600000US02131,ZCTA5 02131,63876,14.5,8.0,41.6
8600000US02132,ZCTA5 02132,86233,5.3,4.8,52.8
8600000US02134,ZCTA5 02134,38507,30.7,5.7,57.1
8600000US02135,ZCTA5 02135,46858,24.7,3.7,60.0
8600000US02136,ZCTA5 02136,61101,10.4,6.2,26.3
8600000US02138,ZCTA5 02138,78534,12.6,2.6,84.6
8600000US02139,ZCTA5 02139,73819,16.4,4.5,73.3
8600000US02140,ZCTA5 02140,75658,12.2,4.8,66.6
8600000US02141,ZCTA5 02141,66701,19.3,4.9,64.0
8600000US02142,ZCTA5 02142,104014,20.4,2.5,92.4
8600000US02143,ZCTA5 02143,67461,15.5,4.5,61.0
8600000US02144,ZCTA5 02144,79435,16.3,4.4,69.3
8600000US02145,ZCTA5 02145,55774,14.9,5.9,34.9
8600000US02148,ZCTA5 02148,55407,16.8,7.7,31.7
8600000US02149,ZCTA5 02149,51133,13.7,7.3,16.1
8600000US02150,ZCTA5 02150,48775,22.6,8.0,16.4
8600000US02151,ZCTA5 02151,50881,15.5,7.1,19.0
8600000US02152,ZCTA5 02152,64169,8.5,6.1,35.2
8600000US02155,ZCTA5 02155,77945,10.5,4.6,45.1
8600000US02163,ZCTA5 02163,48646,27.6,4.1,93.9
8600000US02169,ZCTA5 02169,60775,10.1,7.2,39.4
8600000US02170,ZCTA5 02170,63201,10.1,6.2,39.0
8600000US02171,ZCTA5 02171,72638,9.4,5.4,43.1
8600000US02176,ZCTA5 02176,86409,3.9,3.4,50.5
8600000US02180,ZCTA5 02180,76218,4.5,4.1,40.2
8600000US02184,ZCTA5 02184,87500,5.3,5.8,37.0
8600000US02186,ZCTA5 02186,113087,4.4,3.7,62.6
8600000US02188,ZCTA5 02188,70414,6.6,6.5,32.7
8600000US02189,ZCTA5 02189,60537,10.0,7.1,30.3
8600000US02190,ZCTA5 02190,77471,4.3,6.4,32.4
8600000US02191,ZCTA5 02191,67015,4.7,6.5,32.9
8600000US02199,ZCTA5 02199,110284,9.2,1.8,86.0
8600000US02203,ZCTA5 02203,-,-,-,-
8600000US02210,ZCTA5 02210,113622,4.3,4.1,81.4
8600000US02215,ZCTA5 02215,36719,38.7,4.8,80.0
8600000US02301,ZCTA5 02301,43694,20.3,8.9,17.7
8600000US02302,ZCTA5 02302,60171,14.0,9.3,19.0
8600000US02322,ZCTA5 02322,78750,1.1,9.2,24.1
8600000US02324,ZCTA5 02324,88481,7.3,5.0,34.6
8600000US02330,ZCTA5 02330,72804,5.4,5.1,22.4
8600000US02332,ZCTA5 02332,120253,3.2,4.3,63.9
8600000US02333,ZCTA5 02333,88534,3.3,4.4,24.0
8600000US02338,ZCTA5 02338,69917,1.9,6.8,23.2
8600000US02339,ZCTA5 02339,98750,4.3,5.6,45.9
8600000US02341,ZCTA5 02341,93771,3.8,6.8,28.4
8600000US02343,ZCTA5 02343,62909,8.3,5.5,24.7
8600000US02346,ZCTA5 02346,75727,8.1,7.0,28.3
8600000US02347,ZCTA5 02347,82418,4.5,4.0,33.7
8600000US02351,ZCTA5 02351,81500,2.9,6.0,30.4
8600000US02356,ZCTA5 02356,106989,2.8,4.4,53.3
8600000US02357,ZCTA5 02357,-,100.0,3.7,52.0
8600000US02359,ZCTA5 02359,89954,4.1,5.1,33.6
8600000US02360,ZCTA5 02360,76925,6.8,5.4,34.7
8600000US02364,ZCTA5 02364,86339,4.3,6.3,39.6
8600000US02366,ZCTA5 02366,-,-,0.0,2.2
8600000US02367,ZCTA5 02367,94505,3.8,3.4,32.8
8600000US02368,ZCTA5 02368,63325,11.4,10.3,29.3
8600000US02370,ZCTA5 02370,66860,5.3,6.3,24.6
8600000US02375,ZCTA5 02375,86695,4.1,5.6,44.0
8600000US02379,ZCTA5 02379,81573,4.1,6.6,29.8
8600000US02382,ZCTA5 02382,76494,6.1,6.0,27.3
8600000US02420,ZCTA5 02420,137109,4.3,3.5,74.3
8600000US02421,ZCTA5 02421,138202,4.4,4.1,78.6
8600000US02445,ZCTA5 02445,95895,11.5,4.2,77.7
8600000US02446,ZCTA5 02446,79289,14.8,3.7,83.3
8600000US02451,ZCTA5 02451,81182,7.6,3.7,49.5
8600000US02452,ZCTA5 02452,74289,7.0,4.9,52.7
8600000US02453,ZCTA5 02453,67721,13.9,4.3,45.7
8600000US02457,ZCTA5 02457,-,-,1.5,75.5
8600000US02458,ZCTA5 02458,91672,6.4,4.4,70.7
8600000US02459,ZCTA5 02459,135685,6.1,3.8,82.5
8600000US02460,ZCTA5 02460,103800,7.1,4.2,69.6
8600000US02461,ZCTA5 02461,131125,5.6,5.9,83.3
8600000US02462,ZCTA5 02462,83500,6.2,1.6,74.6
8600000US02464,ZCTA5 02464,87428,8.1,3.3,68.9
8600000US02465,ZCTA5 02465,131853,3.1,4.1,71.5
8600000US02466,ZCTA5 02466,105106,3.8,4.0,74.5
8600000US02467,ZCTA5 02467,113146,5.3,2.7,77.4
8600000US02468,ZCTA5 02468,203009,2.1,2.6,83.8
8600000US02472,ZCTA5 02472,86522,7.3,5.8,57.7
8600000US02474,ZCTA5 02474,89466,4.8,4.3,66.1
8600000US02476,ZCTA5 02476,97647,3.8,4.3,69.4
8600000US02478,ZCTA5 02478,106172,5.8,3.3,71.2
8600000US02481,ZCTA5 02481,177083,3.7,3.3,83.8
8600000US02482,ZCTA5 02482,139811,3.1,3.8,80.0
8600000US02492,ZCTA5 02492,138734,3.0,3.0,75.7
8600000US02493,ZCTA5 02493,201200,2.9,2.3,81.4
8600000US02494,ZCTA5 02494,112115,3.6,4.4,70.8
8600000US02532,ZCTA5 02532,61325,12.3,5.3,32.9
8600000US02534,ZCTA5 02534,72069,5.4,0.0,34.8
8600000US02535,ZCTA5 02535,66875,14.4,5.1,58.4
8600000US02536,ZCTA5 02536,62924,8.6,5.4,37.2
8600000US02537,ZCTA5 02537,81892,7.4,6.3,47.2
8600000US02538,ZCTA5 02538,58814,9.1,11.6,11.3
8600000US02539,ZCTA5 02539,56911,5.7,3.6,26.7
8600000US02540,ZCTA5 02540,61417,8.9,4.2,54.1
8600000US02542,ZCTA5 02542,45970,4.0,0.6,28.7
8600000US02543,ZCTA5 02543,63828,6.9,5.6,81.3
8600000US02553,ZCTA5 02553,42341,0.0,10.5,45.8
8600000US02554,ZCTA5 02554,86766,9.1,2.3,46.1
8600000US02556,ZCTA5 02556,90399,5.0,4.1,50.5
8600000US02557,ZCTA5 02557,80225,11.4,0.9,41.5
8600000US02558,ZCTA5 02558,43900,22.1,0.0,10.8
8600000US02559,ZCTA5 02559,67759,7.3,3.4,40.3
8600000US02561,ZCTA5 02561,88242,37.1,2.2,43.1
8600000US02562,ZCTA5 02562,66579,13.6,5.4,27.9
8600000US02563,ZCTA5 02563,82238,4.9,5.4,42.4
8600000US02564,ZCTA5 02564,83583,14.9,7.1,25.6
8600000US02568,ZCTA5 02568,42727,18.2,6.9,47.8
8600000US02571,ZCTA5 02571,57750,11.0,7.7,25.1
8600000US02575,ZCTA5 02575,73843,8.1,0.8,47.1
8600000US02576,ZCTA5 02576,81120,5.3,7.3,17.3
8600000US02584,ZCTA5 02584,-,0.0,0.0,100.0
8600000US02601,ZCTA5 02601,40385,26.6,6.7,23.1
8600000US02630,ZCTA5 02630,61713,24.9,3.3,51.4
8600000US02631,ZCTA5 02631,66389,7.0,3.0,49.8
8600000US02632,ZCTA5 02632,64286,5.6,4.6,39.4
8600000US02633,ZCTA5 02633,59545,11.6,3.4,48.2
8600000US02635,ZCTA5 02635,68990,1.7,5.2,55.2
8600000US02637,ZCTA5 02637,-,0.0,0.0,66.7
8600000US02638,ZCTA5 02638,60625,12.2,3.8,45.2
8600000US02639,ZCTA5 02639,40142,24.5,8.6,30.1
8600000US02641,ZCTA5 02641,132697,4.5,0.0,69.4
8600000US02642,ZCTA5 02642,62091,5.1,6.8,42.5
8600000US02643,ZCTA5 02643,-,0.0,0.0,50.0
8600000US02644,ZCTA5 02644,92054,4.6,4.4,35.1
8600000US02645,ZCTA5 02645,69115,7.5,5.0,36.8
8600000US02646,ZCTA5 02646,70096,7.3,6.3,53.7
8600000US02647,ZCTA5 02647,124659,0.0,0.0,68.5
8600000US02648,ZCTA5 02648,71067,5.9,3.6,39.0
8600000US02649,ZCTA5 02649,65768,8.1,4.3,33.6
8600000US02650,ZCTA5 02650,68446,5.3,2.7,53.8
8600000US02651,ZCTA5 02651,-,0.0,0.0,100.0
8600000US02652,ZCTA5 02652,47039,8.7,7.7,50.6
8600000US02653,ZCTA5 02653,58015,4.7,1.6,49.9
8600000US02655,ZCTA5 02655,68965,6.0,3.4,50.0
8600000US02657,ZCTA5 02657,41250,13.5,9.9,51.7
8600000US02659,ZCTA5 02659,50897,4.2,6.3,45.7
8600000US02660,ZCTA5 02660,51631,14.6,4.7,34.1
8600000US02663,ZCTA5 02663,46429,0.0,37.7,26.1
8600000US02664,ZCTA5 02664,50561,11.6,5.4,30.5
8600000US02666,ZCTA5 02666,61408,19.0,1.0,47.8
8600000US02667,ZCTA5 02667,45547,14.4,7.6,57.5
8600000US02668,ZCTA5 02668,87303,5.2,0.8,46.1
8600000US02669,ZCTA5 02669,103693,0.0,0.0,35.2
8600000US02670,ZCTA5 02670,56000,11.7,3.5,41.4
8600000US02671,ZCTA5 02671,42974,4.0,9.9,53.0
8600000US02672,ZCTA5 02672,-,0.0,0.0,84.6
8600000US02673,ZCTA5 02673,57094,6.8,3.8,24.7
8600000US02675,ZCTA5 02675,66064,5.6,2.1,39.7
8600000US02702,ZCTA5 02702,87740,4.8,4.1,27.7
8600000US02703,ZCTA5 02703,65141,9.2,6.2,30.2
8600000US02713,ZCTA5 02713,32500,5.1,0.0,34.7
8600000US02715,ZCTA5 02715,88631,8.4,7.3,39.0
8600000US02717,ZCTA5 02717,87880,4.9,4.4,22.7
8600000US02718,ZCTA5 02718,86023,5.2,6.2,23.5
8600000US02719,ZCTA5 02719,60445,10.8,4.9,25.6
8600000US02720,ZCTA5 02720,41576,18.1,8.7,19.9
8600000US02721,ZCTA5 02721,30743,26.2,8.3,9.8
8600000US02723,ZCTA5 02723,31255,26.8,9.2,9.3
8600000US02724,ZCTA5 02724,27737,26.2,10.1,11.0
8600000US02725,ZCTA5 02725,61875,8.6,5.1,17.5
8600000US02726,ZCTA5 02726,75657,7.8,6.4,28.4
8600000US02738,ZCTA5 02738,76607,4.6,6.1,46.2
8600000US02739,ZCTA5 02739,78216,4.8,3.8,48.3
8600000US02740,ZCTA5 02740,35174,24.3,8.0,17.2
8600000US02743,ZCTA5 02743,69180,4.1,5.6,23.1
8600000US02744,ZCTA5 02744,29663,30.2,7.0,13.6
8600000US02745,ZCTA5 02745,49640,11.7,6.0,16.7
8600000US02746,ZCTA5 02746,25872,38.9,9.9,8.2
8600000US02747,ZCTA5 02747,71674,7.0,5.2,24.6
8600000US02748,ZCTA5 02748,64808,5.7,5.0,34.0
8600000US02760,ZCTA5 02760,81259,4.2,6.0,42.7
8600000US02762,ZCTA5 02762,78516,5.3,5.5,39.3
8600000US02763,ZCTA5 02763,107083,3.8,1.6,46.9
8600000US02764,ZCTA5 02764,81067,1.4,5.5,31.0
8600000US02766,ZCTA5 02766,80806,6.0,5.4,35.0
8600000US02767,ZCTA5 02767,80019,7.2,5.3,33.1
8600000US02769,ZCTA5 02769,85691,3.2,5.7,33.6
8600000US02770,ZCTA5 02770,92656,6.2,3.7,41.2
8600000US02771,ZCTA5 02771,74242,5.1,5.2,31.5
8600000US02777,ZCTA5 02777,77434,5.2,5.0,24.2
8600000US02779,ZCTA5 02779,84423,5.9,8.4,28.2
8600000US02780,ZCTA5 02780,50307,14.2,7.0,17.8
8600000US02790,ZCTA5 02790,81334,3.3,6.2,29.8
8600000US02791,ZCTA5 02791,72198,0.0,7.1,87.4
8600000US02802,ZCTA5 02802,47826,3.5,1.6,31.4
8600000US02804,ZCTA5 02804,73393,5.5,2.4,23.1
8600000US02806,ZCTA5 02806,103937,1.8,3.9,67.5
8600000US02807,ZCTA5 02807,90526,8.9,3.0,56.7
8600000US02808,ZCTA5 02808,72526,9.7,3.9,23.3
8600000US02809,ZCTA5 02809,60988,8.9,5.2,35.1
8600000US02812,ZCTA5 02812,114803,0.8,4.0,51.4
8600000US02813,ZCTA5 02813,68904,11.2,5.2,36.4
8600000US02814,ZCTA5 02814,82532,3.9,5.0,26.2
8600000US02815,ZCTA5 02815,149583,0.0,0.0,68.1
8600000US02816,ZCTA5 02816,68351,7.8,8.2,24.6
8600000US02817,ZCTA5 02817,80987,5.6,8.2,34.7
8600000US02818,ZCTA5 02818,86144,5.2,3.3,55.9
8600000US02822,ZCTA5 02822,84142,9.8,5.1,36.9
8600000US02825,ZCTA5 02825,76962,6.0,5.8,33.3
8600000US02826,ZCTA5 02826,35385,10.1,0.0,25.3
8600000US02827,ZCTA5 02827,80125,12.3,4.6,27.4
8600000US02828,ZCTA5 02828,71853,5.1,4.8,35.4
8600000US02830,ZCTA5 02830,62076,5.0,6.0,25.7
8600000US02831,ZCTA5 02831,93869,2.5,5.5,35.3
8600000US02832,ZCTA5 02832,69700,3.9,4.1,31.4
8600000US02833,ZCTA5 02833,76544,4.4,2.0,21.3
8600000US02835,ZCTA5 02835,95833,8.3,3.3,63.3
8600000US02836,ZCTA5 02836,66154,0.0,0.0,63.4
8600000US02837,ZCTA5 02837,74698,11.1,4.7,48.5
8600000US02838,ZCTA5 02838,47500,14.9,5.1,27.2
8600000US02839,ZCTA5 02839,80625,5.7,6.9,20.4
8600000US02840,ZCTA5 02840,61680,11.5,4.1,47.8
8600000US02841,ZCTA5 02841,-,-,0.0,81.6
8600000US02842,ZCTA5 02842,70037,7.1,5.9,40.7
8600000US02852,ZCTA5 02852,75260,9.0,5.5,46.3
8600000US02857,ZCTA5 02857,79482,6.7,4.6,36.4
8600000US02858,ZCTA5 02858,98269,0.0,0.0,9.0
8600000US02859,ZCTA5 02859,53984,13.2,5.6,17.8
8600000US02860,ZCTA5 02860,33548,27.2,9.7,16.8
8600000US02861,ZCTA5 02861,52816,11.2,8.5,18.4
8600000US02863,ZCTA5 02863,28842,31.7,8.5,8.0
8600000US02864,ZCTA5 02864,74726,5.6,3.3,37.2
8600000US02865,ZCTA5 02865,76424,7.1,4.2,39.3
8600000US02871,ZCTA5 02871,77432,8.0,4.8,46.9
8600000US02872,ZCTA5 02872,115074,0.0,22.0,58.7
8600000US02873,ZCTA5 02873,72240,11.3,0.0,10.2
8600000US02874,ZCTA5 02874,109722,5.3,3.5,62.7
8600000US02875,ZCTA5 02875,84261,7.7,2.6,35.0
8600000US02876,ZCTA5 02876,34688,11.1,0.0,21.0
8600000US02878,ZCTA5 02878,73438,6.0,5.5,32.0
8600000US02879,ZCTA5 02879,71818,7.5,4.3,50.8
8600000US02881,ZCTA5 02881,76458,18.9,3.0,74.6
8600000US02882,ZCTA5 02882,65619,17.1,2.4,58.0
8600000US02885,ZCTA5 02885,53706,10.3,7.7,26.7
8600000US02886,ZCTA5 02886,63316,8.2,5.9,33.0
8600000US02888,ZCTA5 02888,55431,7.5,6.3,26.4
8600000US02889,ZCTA5 02889,62929,7.3,6.7,26.5
8600000US02891,ZCTA5 02891,62590,9.8,5.1,32.7
8600000US02892,ZCTA5 02892,80266,5.8,4.0,39.2
8600000US02893,ZCTA5 02893,50909,15.7,6.4,22.1
8600000US02894,ZCTA5 02894,95208,7.9,16.4,14.1
8600000US02895,ZCTA5 02895,35216,26.1,4.8,14.0
8600000US02896,ZCTA5 02896,79503,4.4,3.5,28.8
8600000US02898,ZCTA5 02898,88068,1.0,5.0,30.4
8600000US02903,ZCTA5 02903,28813,32.2,6.0,42.3
8600000US02904,ZCTA5 02904,40984,20.1,6.0,24.2
8600000US02905,ZCTA5 02905,39844,31.0,11.7,26.2
8600000US02906,ZCTA5 02906,66770,17.7,4.0,75.6
8600000US02907,ZCTA5 02907,28939,30.7,12.9,14.4
8600000US02908,ZCTA5 02908,42131,26.3,7.6,26.0
8600000US02909,ZCTA5 02909,30439,33.6,10.8,12.5
8600000US02910,ZCTA5 02910,54577,11.3,8.6,29.5
8600000US02911,ZCTA5 02911,56038,11.8,4.8,30.7
8600000US02912,ZCTA5 02912,-,0.0,6.8,100.0
8600000US02914,ZCTA5 02914,45688,15.7,8.2,17.3
8600000US02915,ZCTA5 02915,51948,9.0,5.9,29.9
8600000US02916,ZCTA5 02916,62768,5.3,5.2,39.6
8600000US02917,ZCTA5 02917,70803,3.5,4.7,34.4
8600000US02919,ZCTA5 02919,57506,10.0,4.4,23.2
8600000US02920,ZCTA5 02920,49766,12.3,5.7,22.6
8600000US02921,ZCTA5 02921,99915,3.8,5.6,43.6
8600000US03031,ZCTA5 03031,114399,2.6,2.5,63.9
8600000US03032,ZCTA5 03032,106222,2.6,3.0,34.7
8600000US03033,ZCTA5 03033,109006,0.8,2.7,45.4
8600000US03034,ZCTA5 03034,94347,3.8,4.4,33.5
8600000US03036,ZCTA5 03036,107833,4.5,6.1,32.2
8600000US03037,ZCTA5 03037,87786,3.8,4.1,33.1
8600000US03038,ZCTA5 03038,65157,8.0,5.7,27.5
8600000US03042,ZCTA5 03042,77629,5.9,1.7,27.8
8600000US03043,ZCTA5 03043,87500,4.8,4.7,45.0
8600000US03044,ZCTA5 03044,82566,2.8,5.1,28.6
8600000US03045,ZCTA5 03045,70034,5.4,3.3,31.5
8600000US03046,ZCTA5 03046,94417,5.9,3.1,38.7
8600000US03047,ZCTA5 03047,70833,7.1,3.2,31.8
8600000US03048,ZCTA5 03048,62778,12.4,7.0,22.7
8600000US03049,ZCTA5 03049,107333,1.7,4.3,61.3
8600000US03051,ZCTA5 03051,84099,4.7,6.1,34.3
8600000US03052,ZCTA5 03052,96429,4.0,4.7,36.1
8600000US03053,ZCTA5 03053,94314,3.0,4.7,43.5
8600000US03054,ZCTA5 03054,91429,3.8,3.4,42.9
8600000US03055,ZCTA5 03055,64453,6.0,4.8,34.7
8600000US03057,ZCTA5 03057,92591,7.9,3.1,50.9
8600000US03060,ZCTA5 03060,46511,18.7,6.5,23.9
8600000US03062,ZCTA5 03062,84927,4.1,4.3,41.2
8600000US03063,ZCTA5 03063,75458,4.6,5.1,46.8
8600000US03064,ZCTA5 03064,62336,13.6,7.8,32.2
8600000US03070,ZCTA5 03070,100616,1.8,3.6,36.5
8600000US03071,ZCTA5 03071,81375,4.0,4.1,35.2
8600000US03076,ZCTA5 03076,87359,6.2,4.4,29.8
8600000US03077,ZCTA5 03077,66198,8.6,5.2,24.0
8600000US03079,ZCTA5 03079,78395,4.0,5.3,31.1
8600000US03082,ZCTA5 03082,78542,5.1,3.0,37.8
8600000US03084,ZCTA5 03084,64948,5.9,4.0,30.7
8600000US03086,ZCTA5 03086,71841,7.0,2.8,28.0
8600000US03087,ZCTA5 03087,111982,3.4,4.1,49.8
8600000US03101,ZCTA5 03101,30381,24.1,2.5,34.0
8600000US03102,ZCTA5 03102,49127,14.4,5.9,22.7
8600000US03103,ZCTA5 03103,51106,18.1,6.3,19.1
8600000US03104,ZCTA5 03104,63577,11.8,4.5,35.9
8600000US03106,ZCTA5 03106,82597,3.0,4.4,35.3
8600000US03109,ZCTA5 03109,82266,2.3,4.8,28.9
8600000US03110,ZCTA5 03110,123423,2.7,3.4,57.9
8600000US03215,ZCTA5 03215,73750,3.5,0.9,64.3
8600000US03216,ZCTA5 03216,66513,10.0,5.1,29.0
8600000US03217,ZCTA5 03217,41658,13.9,5.7,27.9
8600000US03218,ZCTA5 03218,86071,9.3,5.5,18.7
8600000US03220,ZCTA5 03220,65352,9.3,3.0,17.5
8600000US03221,ZCTA5 03221,60076,7.7,1.9,37.0
8600000US03222,ZCTA5 03222,50816,9.4,2.7,21.7
8600000US03223,ZCTA5 03223,54367,2.3,2.0,37.8
8600000US03224,ZCTA5 03224,86797,4.1,3.4,50.6
8600000US03225,ZCTA5 03225,65221,3.6,3.2,25.7
8600000US03226,ZCTA5 03226,70278,8.0,4.3,45.8
8600000US03227,ZCTA5 03227,60089,7.7,3.1,50.8
8600000US03229,ZCTA5 03229,87545,3.6,3.0,56.2
8600000US03230,ZCTA5 03230,59063,4.8,4.9,20.3
8600000US03231,ZCTA5 03231,78553,15.3,0.0,33.0
8600000US03233,ZCTA5 03233,107955,8.6,6.7,81.3
8600000US03234,ZCTA5 03234,71747,3.3,1.2,25.3
8600000US03235,ZCTA5 03235,42831,23.7,5.2,17.5
8600000US03237,ZCTA5 03237,72959,9.5,4.6,30.6
8600000US03238,ZCTA5 03238,50833,0.0,16.2,14.5
8600000US03240,ZCTA5 03240,45958,15.3,4.3,24.0
8600000US03241,ZCTA5 03241,51875,21.9,3.3,33.4
8600000US03242,ZCTA5 03242,65867,9.3,2.1,45.4
8600000US03243,ZCTA5 03243,60250,4.0,4.4,13.6
8600000US03244,ZCTA5 03244,57604,11.2,5.4,23.8
8600000US03245,ZCTA5 03245,66050,7.4,1.0,49.4
8600000US03246,ZCTA5 03246,49960,15.9,5.9,24.7
8600000US03249,ZCTA5 03249,67440,7.8,2.2,39.5
8600000US03251,ZCTA5 03251,41548,20.0,5.9,14.8
8600000US03253,ZCTA5 03253,56484,8.3,5.0,34.8
8600000US03254,ZCTA5 03254,77007,2.9,2.5,45.5
8600000US03255,ZCTA5 03255,64375,6.3,3.4,43.1
8600000US03256,ZCTA5 03256,69292,11.4,3.4,35.9
8600000US03257,ZCTA5 03257,67404,9.7,1.4,63.9
8600000US03258,ZCTA5 03258,76192,6.9,3.8,34.6
8600000US03259,ZCTA5 03259,57250,1.9,1.1,57.1
8600000US03260,ZCTA5 03260,75089,6.2,2.1,65.1
8600000US03261,ZCTA5 03261,71379,8.4,5.0,30.6
8600000US03262,ZCTA5 03262,50714,5.1,5.7,30.0
8600000US03263,ZCTA5 03263,48672,18.3,5.3,21.2
8600000US03264,ZCTA5 03264,40269,20.1,2.8,36.4
8600000US03266,ZCTA5 03266,52232,15.3,4.3,26.4
8600000US03268,ZCTA5 03268,66833,4.1,4.0,24.7
8600000US03269,ZCTA5 03269,68555,2.6,1.9,35.3
8600000US03273,ZCTA5 03273,59375,3.4,0.0,59.4
8600000US03275,ZCTA5 03275,61600,8.6,6.2,21.8
8600000US03276,ZCTA5 03276,58634,11.2,3.5,22.6
8600000US03278,ZCTA5 03278,71000,7.0,2.6,37.5
8600000US03279,ZCTA5 03279,41923,22.6,7.1,21.1
8600000US03280,ZCTA5 03280,59375,7.5,3.7,26.8
8600000US03281,ZCTA5 03281,88871,1.7,2.6,33.4
8600000US03282,ZCTA5 03282,48125,15.4,7.6,15.2
8600000US03284,ZCTA5 03284,75000,2.8,5.3,32.7
8600000US03285,ZCTA5 03285,57284,4.1,2.9,43.8
8600000US03287,ZCTA5 03287,66111,9.0,3.4,44.1
8600000US03290,ZCTA5 03290,84953,3.1,3.7,38.2
8600000US03291,ZCTA5 03291,-,0.0,0.0,0.0
8600000US03293,ZCTA5 03293,34643,10.6,12.2,30.6
8600000US03301,ZCTA5 03301,52334,12.7,4.9,36.7
8600000US03303,ZCTA5 03303,59592,10.3,3.8,25.8
8600000US03304,ZCTA5 03304,105266,3.8,1.6,49.1
8600000US03307,ZCTA5 03307,68503,8.5,5.5,23.7
8600000US03431,ZCTA5 03431,53576,15.4,5.9,38.1
8600000US03440,ZCTA5 03440,63618,10.6,2.1,19.8
8600000US03441,ZCTA5 03441,88413,0.0,4.6,12.8
8600000US03442,ZCTA5 03442,66125,4.9,2.8,24.0
8600000US03443,ZCTA5 03443,69450,1.9,2.4,43.6
8600000US03444,ZCTA5 03444,62500,6.0,3.1,39.5
8600000US03445,ZCTA5 03445,48056,8.4,5.0,30.8
8600000US03446,ZCTA5 03446,55096,15.1,9.0,27.0
8600000US03447,ZCTA5 03447,56161,5.1,4.5,22.0
8600000US03448,ZCTA5 03448,46429,9.2,9.6,25.9
8600000US03449,ZCTA5 03449,82917,4.6,2.5,61.1
8600000US03450,ZCTA5 03450,55900,3.0,2.5,52.9
8600000US03451,ZCTA5 03451,48382,9.2,4.7,10.5
8600000US03452,ZCTA5 03452,54420,14.3,3.0,20.6
8600000US03455,ZCTA5 03455,52695,4.2,0.3,30.2
8600000US03456,ZCTA5 03456,66250,5.0,5.9,23.1
8600000US03457,ZCTA5 03457,64417,5.1,2.8,52.6
8600000US03458,ZCTA5 03458,61486,6.2,1.6,58.0
